ID,POS,Name,ORG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ2,Left,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,PROY,OPT,OY,ON40,IC,WAIV,DEM,R5,HT CM
982,LF,Marco Gonzalez,Charlotte Copperheads,MLB,1998-10-18,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,33,33,N,N,N,N,L,N,Normal,Iron Man,-,-,-,25,50,40,55,60,25,50,40,55,60,25,50,40,55,60,25,50,40,55,60,50,50,Flyball,Normal,Normal,20,20,20,35,30,50,25,60,35,60,-,20,40,20,20,20,65,50,60,55,20,40,20,20,20,65,50,60,50,40,40,35,2000000,1,2000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1595,C,Adam Gordon,Milwaukee Sand Gnats,MLB,1998-11-29,27,"6' 0""",200 lbs,R,R,Fair,Fair,64,64,H,N,L,N,N,N,Normal,Iron Man,-,-,-,60,60,50,50,60,60,60,50,50,60,60,60,50,50,60,60,60,50,50,60,50,50,Line Drive,Normal,Pull,50,60,55,35,40,50,25,40,50,50,-,50,45,20,25,20,40,20,35,60,50,45,20,25,20,40,20,35,45,50,50,55,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1557,C,Jim Gosselin,Brooklyn Jaguars,MLB,1998-10-04,27,"6' 0""",200 lbs,R,R,Unkn.,Insig.,46,46,N,N,N,H,N,N,Normal,Normal,-,-,-,50,50,60,45,50,50,50,60,45,50,50,50,60,45,50,50,50,60,45,50,50,50,Flyball,Spray,Normal,45,30,40,30,35,50,20,35,30,50,-,25,40,20,25,20,30,20,25,55,25,40,20,25,20,30,20,25,50,30,30,50,1800000,1,1800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1066,1B,Seth Green,Indianapolis Quakers,MLB,1998-10-28,27,"6' 1""",200 lbs,R,R,V.Pop,Ex.Pop.,61,61,N,N,H,L,H,N,Normal,Normal,-,-,-,65,60,60,50,60,65,60,60,50,60,65,60,60,50,60,65,60,60,50,60,50,50,Line Drive,Normal,Normal,20,20,25,50,60,40,35,35,30,35,-,20,65,40,35,30,25,20,20,80,20,65,40,35,30,25,20,20,50,35,35,35,9000000,3,27000000,3,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1153,3B,Jim Gregory,Portland Apple Sox,MLB,1998-08-06,27,"6' 3""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,L,L,L,L,L,Normal,Normal,-,-,-,60,45,55,40,50,60,45,55,40,50,60,45,55,40,50,60,45,55,40,50,50,50,Line Drive,Pull,Normal,20,20,20,35,45,75,55,35,50,65,-,20,55,35,50,20,40,20,40,70,20,55,35,50,20,40,20,40,55,50,50,50,10452000,1,10452000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1563,C,Jason Gresham,San Francisco Ramblers,MLB,1998-07-19,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,51,51,N,N,L,N,L,N,Normal,Normal,-,-,-,50,45,55,45,65,50,45,55,45,65,50,45,55,45,65,50,45,55,45,65,50,50,Normal,Normal,Normal,50,45,55,35,40,35,25,25,45,45,-,45,45,20,20,20,20,20,20,60,45,45,20,20,20,20,20,20,50,55,55,60,700000,1,700000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1256,3B,Corey Grubbs,Colorado Springs War Dogs,MLB,1998-11-27,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,51,51,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,55,55,55,40,60,55,55,55,40,60,55,55,55,40,60,55,55,55,40,50,50,Line Drive,Normal,Pull,20,20,20,50,55,80,55,45,55,60,-,20,65,55,65,50,50,20,50,80,20,65,55,65,50,50,20,50,50,30,30,30,1400000,1,1400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
383,SS,Angel Gutierrez,San Antonio Wild Horses,MLB,1998-03-01,27,"6' 3""",200 lbs,R,R,Known,Known,65,65,N,N,L,N,L,N,Normal,Normal,-,-,-,65,65,50,75,55,65,65,50,75,55,65,65,50,75,55,65,65,50,75,55,50,50,Line Drive,Spray,Normal,20,20,25,70,70,60,70,65,55,70,-,20,80,75,65,65,75,55,70,80,20,80,75,65,65,75,55,70,25,50,50,30,1100000,1,1100000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1018,3B,Emmanuel Gutierrez,Detroit Arsenal,MLB,1998-09-23,27,"6' 0""",200 lbs,R,R,Ex.Pop.,Ex.Pop.,69,69,H,N,N,N,N,N,Normal,Normal,-,-,-,60,60,75,60,45,60,60,75,60,45,60,60,75,60,45,60,60,75,60,45,50,50,Line Drive,Normal,Normal,20,20,20,70,50,70,70,35,75,65,-,20,70,75,65,65,45,20,45,80,20,70,75,65,65,45,20,45,40,40,40,45,9100000,2,19800000,2,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
567,2B,Kyle Gutierrez,Tucson Hurons,MLB,1998-08-16,27,"6' 2""",200 lbs,R,R,Fair,Fair,57,57,L,N,N,N,N,N,Normal,Normal,-,-,-,55,60,50,50,65,55,60,50,50,65,55,60,50,50,65,55,60,50,50,65,50,50,Line Drive,Normal,Normal,20,20,20,45,65,65,80,35,55,25,-,20,70,60,60,50,30,20,20,80,20,70,60,60,50,30,20,20,45,45,45,55,11900000,3,35700000,3,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1336,2B,Mario Gutierrez,Jersey City Timberjacks,MLB,1998-08-16,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,54,54,L,L,L,L,L,L,Normal,Normal,-,-,-,40,45,60,45,60,40,45,60,45,60,40,45,60,45,60,40,45,60,45,60,50,50,Flyball,Normal,Normal,20,20,20,75,75,75,60,55,65,40,-,20,75,80,80,75,60,40,50,80,20,75,80,80,75,60,40,50,30,50,50,30,7236000,1,7236000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
926,CF,Dan Guzman,Jersey City Timberjacks,MLB,1998-12-12,27,"6' 2""",200 lbs,R,R,V.Pop,Ex.Pop.,66,66,N,H,H,L,H,H,Normal,Iron Man,-,-,-,50,65,65,60,50,50,65,65,60,50,50,65,65,60,50,50,65,65,60,50,50,50,Line Drive,Normal,Normal,25,25,25,60,45,25,45,80,70,60,-,20,70,50,20,30,80,80,80,80,20,70,50,20,30,80,80,80,55,55,55,45,12300000,3,43500000,3,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1449,SS,Butch Hach,Seattle Isotopes,MLB,1998-03-28,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,35,35,N,N,N,N,N,N,Normal,Normal,-,-,-,60,45,50,60,20,60,45,50,60,20,60,45,50,60,20,60,45,50,60,20,50,50,Normal,Normal,Normal,20,20,20,75,80,65,75,60,60,55,-,20,80,80,80,75,65,45,60,80,20,80,80,80,75,65,45,60,35,50,50,50,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1416,1B,Corey Hadad,San Diego Millers,MLB,1998-06-04,27,"6' 1""",200 lbs,R,R,V.Pop,Ex.Pop.,54,54,N,N,N,N,H,N,Normal,Iron Man,-,-,-,50,50,65,75,50,50,50,65,75,50,50,50,65,75,50,50,50,65,75,50,50,50,Flyball,Pull,Spray,20,20,25,50,50,45,55,45,30,30,-,20,65,50,40,35,35,20,20,80,20,65,50,40,35,35,20,20,25,50,50,50,17600000,1,17600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1558,C,Jeremy Hager,San Diego Millers,MLB,1998-04-19,27,"6' 0""",200 lbs,R,R,Unkn.,Fair,65,65,N,N,N,H,N,N,Normal,Durable,-,-,-,75,55,70,55,40,75,55,70,55,40,75,55,70,55,40,75,55,70,55,40,50,50,Line Drive,Spray,Normal,30,50,50,40,30,35,30,25,25,30,-,25,45,20,20,20,20,20,20,55,25,45,20,20,20,20,20,20,30,25,25,35,8500000,1,8500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1580,1B,Scott Haltom,Seattle Isotopes,MLB,1998-10-30,27,"6' 3""",200 lbs,R,R,V.Pop,Ex.Pop.,58,59,N,N,N,N,N,N,Normal,Normal,-,-,-,60,50,50,60,55,60,50,50,60,55,60,50,50,60,55,60,50,50,60,55,50,50,Line Drive,Normal,Normal,20,20,20,65,55,70,55,35,25,45,-,20,80,65,65,60,25,20,20,80,20,80,65,65,60,25,20,20,30,25,25,35,7200000,4,30000000,4,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1239,SS,Antoine Hanks,Chicago Broncos,MLB,1998-05-14,27,"6' 0""",200 lbs,R,R,Unkn.,Insig.,41,41,H,N,H,N,H,N,Normal,Normal,-,-,-,55,30,25,50,50,55,30,25,50,50,55,30,25,50,50,55,30,25,50,50,50,50,Groundball,Normal,Normal,20,20,25,70,75,60,75,60,50,55,-,20,75,80,70,70,65,45,60,80,20,75,80,70,70,65,45,60,65,65,65,70,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1097,1B,Nick Hanson,Oklahoma City Lynx,MLB,1998-01-21,27,"6' 0""",200 lbs,R,R,V.Pop,V.Pop,67,67,L,L,L,L,L,L,Normal,Normal,-,-,-,80,60,60,60,50,80,60,60,60,50,80,60,60,60,50,80,60,60,60,50,50,50,Line Drive,Normal,Normal,25,25,20,55,35,60,60,45,25,30,-,20,55,50,45,40,35,20,20,75,20,55,50,45,40,35,20,20,25,20,20,30,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1079,CF,Jay Harmon,Indianapolis Quakers,MLB,1998-09-12,27,"5' 11""",200 lbs,R,R,Insig.,Fair,48,48,H,N,L,L,N,N,Normal,Iron Man,-,-,-,35,45,60,60,60,35,45,60,60,60,35,45,60,60,60,35,45,60,60,60,50,50,Flyball,Pull,Normal,20,20,25,50,40,45,20,65,70,70,-,20,55,25,30,20,80,65,75,70,20,55,25,30,20,80,65,75,75,75,75,80,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,180.34
167,2B,Tom Hartman,Milwaukee Sand Gnats,MLB,1998-02-17,27,"5' 9""",200 lbs,R,R,Insig.,Insig.,48,48,H,N,L,N,H,N,Normal,Durable,-,-,-,55,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,55,55,50,50,Normal,Normal,Normal,20,20,20,45,50,50,65,40,45,30,-,20,55,50,40,35,35,20,20,75,20,55,50,40,35,35,20,20,55,65,65,55,2800000,2,7600000,2,-,0,10,1720,10,0,0,-,-,-,-,No,175.26
1572,LF,Kevin Hartzell,Seattle Isotopes,MLB,1998-07-08,27,"6' 5""",200 lbs,R,R,Insig.,Insig.,48,48,L,H,N,N,N,N,Normal,Normal,-,-,-,50,65,45,45,75,50,65,45,45,75,50,65,45,45,75,50,65,45,45,75,50,50,Line Drive,Normal,Normal,20,20,20,40,40,55,35,65,70,55,-,20,60,25,35,20,70,55,65,65,20,60,25,35,20,70,55,65,35,35,35,35,11600000,2,23200000,2,-,0,10,1720,10,0,0,-,-,-,-,No,195.57999999999998
1613,SS,Sam Hatfield,Omaha Blue Falcons,MLB,1998-07-23,27,"6' 3""",200 lbs,R,R,Unkn.,Unkn.,53,53,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,60,50,50,45,50,60,50,50,45,50,60,50,50,45,50,60,50,50,50,50,Flyball,Pull,Normal,20,20,20,70,70,70,60,55,55,60,-,20,80,75,75,70,65,40,55,80,20,80,75,75,70,65,40,55,50,50,50,35,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
919,SS,Gabe Hawkins,Jersey City Timberjacks,MLB,1998-12-19,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,50,50,H,N,L,N,N,N,Normal,Iron Man,-,-,-,55,50,55,20,55,55,50,55,20,55,55,50,55,20,55,55,50,55,20,55,50,50,Line Drive,Pull,Normal,20,20,20,65,75,70,75,55,45,65,-,20,70,80,75,70,60,35,55,80,20,70,80,75,70,60,35,55,50,60,60,55,650000,1,650000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
709,CF,Chad Hay,San Francisco Ramblers,MLB,1998-07-24,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,55,55,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,60,55,45,55,50,60,55,45,55,50,60,55,45,55,50,60,55,45,50,50,Normal,Pull,Normal,20,20,25,55,45,65,45,75,60,75,-,20,65,50,50,45,80,70,80,80,20,65,50,50,45,80,70,80,65,65,65,60,12827000,1,12827000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
377,LF,Chris Hay,San Antonio Wild Horses,MLB,1998-06-06,27,"6' 1""",200 lbs,R,R,Insig.,Fair,55,55,N,N,H,H,N,L,Normal,Fragile,-,-,-,75,45,45,55,55,75,45,45,55,55,75,45,45,55,55,75,45,45,55,55,50,50,Line Drive,Pull,Normal,20,20,20,35,30,40,30,50,55,65,-,20,40,20,20,20,55,35,55,50,20,40,20,20,20,55,35,55,40,40,40,50,1140000,1,1140000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1438,SS,Carl Hayes,Indianapolis Quakers,MLB,1998-12-28,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,52,52,L,L,L,L,L,L,Normal,Durable,-,-,-,50,50,60,65,50,50,50,60,65,50,50,50,60,65,50,50,50,60,65,50,50,50,Normal,Spray,Normal,20,20,20,60,65,70,70,65,65,55,-,20,70,70,70,60,75,60,65,80,20,70,70,70,60,75,60,65,50,35,35,25,700000,1,700000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
414,C,Mike Henderson,Colorado Springs War Dogs,MLB,1998-06-12,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,61,61,N,N,N,N,L,N,Normal,Iron Man,-,-,-,60,45,50,60,60,60,45,50,60,60,60,45,50,60,60,60,45,50,60,60,50,50,Normal,Pull,Spray,75,30,50,45,40,40,30,25,60,40,-,45,55,25,25,20,20,20,20,70,45,55,25,25,20,20,20,20,50,50,50,30,4600000,1,4600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1569,2B,Trent Henley,Seattle Isotopes,MLB,1998-03-06,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,52,52,N,N,L,N,L,N,Normal,Normal,-,-,-,50,55,60,45,50,50,55,60,45,50,50,55,60,45,50,50,55,60,45,50,50,50,Normal,Normal,Spray,20,20,20,55,75,75,75,60,55,45,-,20,75,65,70,60,60,45,55,80,20,75,65,70,60,60,45,55,80,70,70,80,21000000,2,42000000,2,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
68,3B,Christian Hennequin,Columbus Bears,MLB,1998-08-16,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,36,36,N,N,N,N,N,N,Normal,Normal,-,-,-,25,55,50,50,70,25,55,50,50,70,25,55,50,50,70,25,55,50,50,70,50,50,Flyball,Normal,Normal,30,30,25,70,50,70,35,35,45,70,-,20,70,55,55,50,40,20,40,80,20,70,55,55,50,40,20,40,35,35,35,40,6000000,1,6000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1498,SS,Justin Henney,Milwaukee Sand Gnats,MLB,1998-04-11,27,"6' 3""",200 lbs,R,R,Fair,Pop.,65,65,L,L,L,L,L,L,Normal,Normal,-,-,-,60,65,50,50,60,60,65,50,50,60,60,65,50,50,60,60,65,50,50,60,50,50,Line Drive,Pull,Spray,20,20,20,80,60,70,70,60,50,55,-,20,80,80,75,75,65,45,55,80,20,80,80,75,75,65,45,55,50,40,40,25,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
281,LF,Enrique Hernandez,Fort Worth Villains,MLB,1998-02-28,27,"5' 10""",200 lbs,R,R,Fair,Fair,60,60,N,N,L,N,L,N,Normal,Normal,-,-,-,55,65,55,70,50,55,65,55,70,50,55,65,55,70,50,55,65,55,70,50,50,50,Line Drive,Normal,Spray,20,20,20,35,35,35,20,70,40,70,-,20,45,20,20,20,80,65,75,55,20,45,20,20,20,80,65,75,35,35,35,35,7100000,1,7100000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
364,C,Francisco Hernandez,San Antonio Wild Horses,MLB,1998-01-05,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,45,45,N,L,N,N,L,N,Normal,Iron Man,-,-,-,55,60,55,55,40,55,60,55,55,40,55,60,55,55,40,55,60,55,55,40,50,50,Line Drive,Normal,Pull,50,65,40,35,30,65,30,45,25,65,-,50,40,20,25,20,45,20,40,55,50,40,20,25,20,45,20,40,50,25,25,50,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
877,CF,Luis Hernandez,Brooklyn Jaguars,MLB,1998-01-20,27,"6' 1""",200 lbs,R,R,Unkn.,Fair,42,42,N,N,N,N,N,N,Normal,Normal,-,-,-,50,50,50,60,45,50,50,50,60,45,50,50,50,60,45,50,50,50,60,45,50,50,Normal,Spray,Normal,20,20,20,45,30,35,35,60,70,70,-,20,50,25,20,20,70,50,65,65,20,50,25,20,20,70,50,65,50,55,55,50,1800000,1,1800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
722,LF,Joe Hile,San Francisco Ramblers,MLB,1998-07-01,27,"6' 4""",200 lbs,R,R,Insig.,Insig.,49,49,N,N,N,N,N,N,Normal,Iron Man,-,-,-,60,55,45,60,50,60,55,45,60,50,60,55,45,60,50,60,55,45,60,50,50,50,Line Drive,Normal,Spray,20,20,25,30,25,35,20,60,60,60,-,20,35,20,20,20,70,50,65,35,20,35,20,20,20,70,50,65,50,25,25,50,6500000,1,6500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
327,2B,Bill Hines,Oklahoma City Lynx,MLB,1998-12-19,27,"6' 1""",200 lbs,R,R,Unkn.,Known,49,49,N,H,H,N,H,N,Normal,Normal,-,-,-,50,50,60,55,45,50,50,60,55,45,50,50,60,55,45,50,50,60,55,45,50,50,Normal,Pull,Spray,20,20,25,60,70,70,75,45,55,30,-,20,75,70,70,60,45,20,30,80,20,75,70,70,60,45,20,30,50,50,50,50,2560000,1,2560000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1295,2B,Bruce Hodgin,Colorado Springs War Dogs,MLB,1998-05-10,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,32,32,L,L,L,L,L,L,Normal,Normal,-,-,-,50,60,25,50,30,50,60,25,50,30,50,60,25,50,30,50,60,25,50,30,50,50,Line Drive,Normal,Normal,20,20,20,65,45,45,60,45,45,20,-,20,60,60,45,45,35,20,20,80,20,60,60,45,45,35,20,20,40,40,40,30,10150500,1,10150500,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
812,CF,Jason Hoener,Milwaukee Sand Gnats,MLB,1998-05-02,27,"6' 1""",200 lbs,R,R,Fair,Fair,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,55,65,60,50,60,55,65,60,50,60,55,65,60,50,60,55,65,60,50,60,50,50,Line Drive,Spray,Spray,20,20,20,40,35,50,35,70,70,70,-,20,50,25,30,20,80,65,75,65,20,50,25,30,20,80,65,75,60,55,55,55,11000000,1,11000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1045,CF,Cody Hogan,Colorado Springs War Dogs,MLB,1998-10-07,27,"6' 1""",200 lbs,R,R,Pop.,Pop.,65,65,L,L,L,L,L,L,Normal,Normal,-,-,-,65,70,55,50,50,65,70,55,50,50,65,70,55,50,50,65,70,55,50,50,50,50,Line Drive,Pull,Pull,20,20,20,55,40,40,45,70,65,70,-,20,65,45,30,35,80,70,80,75,20,65,45,30,35,80,70,80,60,65,65,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1098,1B,Bobby Holder,Indianapolis Quakers,MLB,1998-08-12,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,38,38,L,L,L,L,L,L,Normal,Normal,-,-,-,40,40,50,50,60,40,40,50,50,60,40,40,50,50,60,40,40,50,50,60,50,50,Normal,Pull,Normal,20,20,25,35,50,50,40,25,40,25,-,20,50,30,35,20,20,20,20,70,20,50,30,35,20,20,20,20,50,35,35,30,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1457,3B,Milt Hooley,Milwaukee Sand Gnats,MLB,1998-10-23,27,"6' 0""",200 lbs,R,R,Known,Known,60,60,L,L,L,L,L,L,Normal,Normal,-,-,-,50,60,65,50,60,50,60,65,50,60,50,60,65,50,60,50,60,65,50,60,50,50,Flyball,Pull,Normal,25,25,20,60,65,70,35,55,55,65,-,20,70,55,65,55,65,40,60,80,20,70,55,65,55,65,40,60,40,40,40,45,5656000,1,5656000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1198,C,Jason Houston,Detroit Arsenal,MLB,1998-01-16,27,"6' 0""",200 lbs,R,R,Insig.,Known,67,67,N,N,H,H,N,N,Normal,Iron Man,-,-,-,60,35,60,55,60,60,35,60,55,60,60,35,60,55,60,60,35,60,55,60,50,50,Normal,Normal,Normal,50,65,50,30,40,50,25,40,35,50,-,50,40,20,20,20,40,20,35,55,50,40,20,20,20,40,20,35,45,50,50,50,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
717,2B,Ernst Howard,San Francisco Ramblers,MLB,1998-12-19,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,57,57,N,N,N,H,N,H,Normal,Iron Man,-,-,-,60,55,55,55,55,60,55,55,55,55,60,55,55,55,55,60,55,55,55,55,50,50,Line Drive,Pull,Pull,20,20,20,50,55,55,60,50,65,45,-,20,70,50,45,40,55,30,45,80,20,70,50,45,40,55,30,45,60,65,65,65,4560000,2,9120000,2,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1063,1B,Cody Hummel,Seattle Isotopes,MLB,1998-01-25,27,"6' 5""",200 lbs,R,R,Known,Known,59,59,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,55,60,55,55,50,55,60,55,55,50,55,60,55,55,50,55,60,55,50,50,Normal,Normal,Normal,25,25,20,55,70,65,35,35,30,40,-,20,80,55,60,50,30,20,25,80,20,80,55,60,50,30,20,25,30,50,50,30,12500000,1,12500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,195.57999999999998
36,1B,Luis Hurtado,Memphis Barbarians,MLB,1998-05-07,27,"6' 4""",200 lbs,R,R,Fair,Known,56,56,L,L,L,L,L,L,Normal,Normal,-,-,-,55,55,50,60,60,55,55,50,60,60,55,55,50,60,60,55,55,50,60,60,50,50,Line Drive,Ex. Pull,Normal,20,20,25,50,35,60,50,30,40,45,-,20,65,40,40,30,25,20,20,70,20,65,40,40,30,25,20,20,50,30,30,35,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1376,CF,Adam Hutchison,Mesa Storm,MLB,1998-01-15,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,60,60,N,N,H,N,L,N,Normal,Iron Man,-,-,-,50,55,60,55,55,50,55,60,55,55,50,55,60,55,55,50,55,60,55,55,50,50,Normal,Normal,Normal,20,20,20,55,50,40,55,75,70,70,-,20,70,55,40,40,80,80,80,80,20,70,55,40,40,80,80,80,40,35,35,45,1300000,1,1300000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
223,CF,Gael Jamieson,Dallas Attack,MLB,1998-10-24,27,"6' 0""",200 lbs,R,R,Fair,Pop.,54,54,N,N,H,L,H,N,Normal,Normal,-,-,-,45,55,55,55,60,45,55,55,55,60,45,55,55,55,60,45,55,55,55,60,50,50,Normal,Pull,Normal,20,20,20,50,35,40,40,70,70,75,-,20,55,35,25,25,80,65,80,70,20,55,35,25,25,80,65,80,80,80,80,80,9500000,2,19000000,2,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1188,SS,Justin Jemmett,Atlanta Musketeers,MLB,1998-05-25,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,49,49,N,N,L,N,H,H,Normal,Normal,-,-,-,50,40,65,45,40,50,40,65,45,40,50,40,65,45,40,50,40,65,45,40,50,50,Flyball,Normal,Pull,20,20,20,70,75,80,75,55,55,65,-,20,75,80,80,75,60,40,60,80,20,75,80,80,75,60,40,60,35,40,40,30,700000,1,700000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1163,SS,Mike Jensen,Las Vegas Orioles,MLB,1998-02-27,27,"5' 11""",200 lbs,R,R,Unkn.,Unkn.,46,46,N,L,N,N,L,N,Normal,Normal,-,-,-,45,65,50,25,60,45,65,50,25,60,45,65,50,25,60,45,65,50,25,60,50,50,Normal,Normal,Normal,25,25,20,70,75,55,70,55,65,60,-,20,70,80,70,70,65,40,60,80,20,70,80,70,70,65,40,60,30,35,35,50,700000,1,700000,1,-,0,10,1720,10,0,0,-,-,-,$3.5m,No,180.34
1536,2B,Joey Johnson,Houston Aeros,MLB,1998-09-14,27,"6' 0""",200 lbs,R,R,Fair,Known,55,55,N,N,N,L,H,N,Normal,Normal,-,-,-,60,60,50,50,55,60,60,50,50,55,60,60,50,50,55,60,60,50,50,55,50,50,Line Drive,Spray,Spray,20,20,20,70,50,50,55,70,45,60,-,20,70,65,55,50,75,60,70,80,20,70,65,55,50,75,60,70,50,50,50,50,8000000,1,8000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1089,1B,Tyler Johnson,Oakland Air Riders,MLB,1998-06-06,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,47,47,L,L,L,L,L,L,Normal,Normal,-,-,-,50,45,55,60,50,50,45,55,60,50,50,45,55,60,50,50,45,55,60,50,50,50,Flyball,Normal,Normal,20,20,20,65,50,50,50,40,30,35,-,20,75,60,50,45,35,20,25,80,20,75,60,50,45,35,20,25,40,35,35,45,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1265,C,Brian Jones,Tulsa Flying Squirrels,MLB,1998-07-20,27,"6' 4""",200 lbs,R,R,Unkn.,Insig.,40,40,N,H,N,N,N,N,Normal,Fragile,-,-,-,45,55,45,60,45,45,55,45,60,45,45,55,45,60,45,45,55,45,60,45,50,50,Normal,Pull,Normal,50,55,35,30,50,40,30,55,55,45,-,40,55,20,25,20,60,40,50,65,40,55,20,25,20,60,40,50,25,35,35,50,3520000,1,3520000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1276,LF,John Jones,Tulsa Flying Squirrels,MLB,1998-05-10,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,41,41,N,H,H,N,H,N,Normal,Normal,-,-,-,55,20,60,45,45,55,20,60,45,45,55,20,60,45,45,55,20,60,45,45,50,50,Normal,Normal,Normal,20,20,20,40,35,25,30,45,40,50,-,20,50,25,20,20,45,20,35,60,20,50,25,20,20,45,20,35,50,35,35,50,16800000,1,16800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
